-0.8913158,0.2393315,2.3089432
-0.7094464,0.1581905,2.3306374
-0.5204798,0.0960179,2.4195533
-0.3264848,0.0495861,2.5379849
-0.1290888,0.0158478,2.6552417
0.0681616,-0.0059270,2.7632778
0.2672060,-0.0168826,2.8691307
0.4676601,-0.0176553,2.9733946
0.6662839,-0.0090766,3.0774441
0.8650178,0.0081118,3.1800967
1.0639656,0.0333196,3.2817072
1.2600076,0.0654471,3.3825562
1.4560321,0.1043005,3.4833512
1.6506379,0.1490886,3.5840623
1.8435869,0.1992318,3.6843633
2.0357665,0.2545506,3.7844005
2.2258742,0.3143077,3.8829537
2.4149683,0.3785097,3.9512117
2.6024948,0.4467611,3.9722437
2.7885496,0.5190050,3.8964531
2.9729299,0.5953064,3.7778879
3.1555502,0.6759532,3.6551811
3.3359474,0.7612186,3.5319992
3.5138591,0.8516298,3.4077482
3.6888025,0.9478588,3.2858884
3.8595864,1.0504930,3.1656130
4.0261479,1.1610816,3.0578057
4.1862703,1.2798035,2.9575885
4.3394179,1.4078559,2.8761174
4.4841339,1.5455087,2.8086749
4.6183993,1.6921064,2.7499597
4.7423977,1.8493353,2.7001693
4.8532515,2.0150877,2.6702501
4.9501071,2.1889570,2.6673657
5.0327541,2.3712216,2.6790810
5.0999478,2.5588320,2.7011236
5.1520080,2.7509005,2.7374163
5.1896460,2.9474158,2.7800095
5.2132252,3.1453443,2.7803887
5.2233022,3.3439902,2.7281155
5.2195548,3.5437285,2.6311768
5.2009074,3.7423369,2.5419242
5.1662474,3.9384719,2.4628458
5.1144145,4.1309395,2.3965447
5.0444817,4.3175929,2.3330997
4.9556001,4.4958414,2.2636020
4.8469115,4.6629505,2.2165354
4.7183954,4.8158706,2.2217388
4.5724711,4.9508219,2.2187194
4.4103109,5.0665057,2.2176078
4.2341874,5.1612144,2.2206255
4.0487776,5.2334776,2.2397393
3.8563640,5.2849433,2.2926655
3.6589673,5.3182211,2.3691143
3.4606719,5.3361988,2.4804646
3.2612149,5.3420821,2.6072172
3.0611156,5.3384352,2.7448713
2.8623246,5.3275918,2.8903857
2.6632872,5.3113016,3.0370605
2.4646996,5.2910183,3.1855004
2.2666304,5.2677793,3.3313008
2.0685779,5.2421078,3.4750347
1.8710962,5.2142954,3.6109101
1.6738121,5.1840705,3.7399531
1.4769837,5.1510080,3.8621697
1.2807766,5.1144881,3.9129532
1.0854001,5.0738136,3.9218407
0.8910779,5.0281932,3.8148583
0.6981509,4.9767249,3.7155148
0.5075071,4.9187458,3.6222238
0.3185954,4.8532297,3.5408766
0.1331371,4.7800361,3.4640162
-0.0489289,4.6984872,3.3950517
-0.2271083,4.6081452,3.3314098
-0.3998729,4.5092553,3.2704751
-0.5676844,4.4009608,3.2128959
-0.7288603,4.2835726,3.1564538
-0.8826284,4.1569430,3.1007032
-1.0285312,4.0208461,3.0441869
-1.1656044,3.8759747,2.9863952
-1.2931313,3.7225679,2.9293813
-1.4100996,3.5609548,2.9161210
-1.5157503,3.3916904,2.9028369
-1.6093748,3.2156058,2.8895305
-1.6905341,3.0332285,2.8761409
-1.7585654,2.8456266,2.8627295
-1.8128959,2.6538992,2.8492960
-1.8532270,2.4582326,2.8376860
-1.8790675,2.2603615,2.8099682
-1.8900646,2.0615370,2.7655752
-1.8856645,1.8617115,2.7019945
-1.8650922,1.6631944,2.6345045
-1.8277203,1.4676141,2.5633631
-1.7726835,1.2756960,2.4879535
-1.6994888,1.0899216,2.4075975
-1.6080477,0.9128845,2.3220697
-1.4981436,0.7469497,2.2299592
-1.3692256,0.5943173,2.2225261
-1.2235168,0.4581908,2.2465716
-1.0634957,0.3396890,2.2750574
-0.8913158,0.2393315,2.3089432
